weekday_id,airbnb_weekday_price,room_type,room_shared,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,city_centre_dist,metro_dist,lng,lat
paris2929,197.59530245130023,Entire home/apt,False,2.0,10.0,100.0,1,3.4784312391848777,0.18515310398289,2.38757,48.87781
paris2930,199.2263957498369,Private room,False,2.0,8.0,80.0,1,4.2702561519412985,0.3689424684370626,2.392,48.88494
paris2931,289.6355671544412,Entire home/apt,False,2.0,10.0,89.0,1,3.74743231985794,0.0925256314040788,2.40081,48.868
paris2932,578.1060676670705,Entire home/apt,False,5.0,9.0,87.0,1,3.181542626354508,0.1159066798288439,2.38659,48.87447
paris2933,176.15807624196106,Entire home/apt,False,2.0,10.0,95.0,1,3.2247440036033117,0.3511986570803812,2.38985,48.87213
paris2934,316.19908658775284,Entire home/apt,False,4.0,9.0,80.0,1,3.3886343219095707,0.1759079666359756,2.38398,48.87903
paris2935,141.67210364432847,Entire home/apt,False,2.0,8.0,90.0,0,3.968011673613114,0.1981046622380838,2.40178,48.87165
paris2936,370.7242054245503,Entire home/apt,False,2.0,9.0,92.0,1,3.425612022897062,0.3296227611889558,2.38032,48.881440000000005
paris2937,578.1060676670705,Entire home/apt,False,5.0,9.0,92.0,1,3.261519913784725,0.1403317292872082,2.38786,48.87457
paris2938,177.7891695404977,Private room,False,2.0,10.0,97.0,1,2.9755855211776536,0.1824694256233592,2.3933,48.85718
paris2939,157.98303662969522,Shared room,True,2.0,9.0,90.0,1,4.358627841790623,0.2810869857823771,2.408,48.871
paris2940,774.7693168049212,Entire home/apt,False,6.0,8.0,88.0,2,3.251034544578,0.1328665196058319,2.3831,48.87788
paris2941,201.090502376736,Entire home/apt,False,2.0,10.0,99.0,1,3.918131182432008,0.1999279867970831,2.39557,48.87764
paris2942,451.81284369465936,Entire home/apt,False,5.0,9.0,97.0,2,2.957074718358115,0.1590489777088378,2.393,48.858
paris2943,243.0329014819648,Entire home/apt,False,2.0,10.0,100.0,1,3.878073860518685,0.130556253489549,2.40524,48.85244
paris2944,363.9668189020412,Entire home/apt,False,3.0,9.0,80.0,2,3.853782710655694,0.2544594775771269,2.40521,48.85476
paris2945,283.5772206170193,Private room,False,2.0,9.0,91.0,1,3.414084593394574,0.2991375810141395,2.359,48.887
paris2946,415.6957777984901,Private room,False,2.0,10.0,80.0,1,3.414086274097023,0.2991463070169654,2.359,48.887
paris2947,523.5809488302731,Private room,False,2.0,10.0,92.0,1,3.4140612491099755,0.2991238751685645,2.359,48.887
paris2948,183.1484760928325,Private room,False,2.0,10.0,95.0,1,2.796720505402341,0.2711140699915452,2.38267,48.87216
paris2949,310.60676670705567,Entire home/apt,False,2.0,10.0,99.0,1,3.822183289404833,0.2619293423282062,2.377,48.887
paris2950,252.58644794482245,Entire home/apt,False,3.0,9.0,93.0,1,4.29341326928006,0.251420525936086,2.3738200000000003,48.8926
paris2951,134.4486904650946,Private room,False,2.0,10.0,93.0,1,3.225183991221244,0.1619588359088749,2.38723,48.87457
paris2952,195.4981824960388,Entire home/apt,False,2.0,9.0,94.0,1,3.148156346035795,0.1482344013376293,2.35828,48.88465
paris2953,261.90698107931775,Entire home/apt,False,2.0,7.0,76.0,0,4.39489396456744,0.3584613574785303,2.391,48.887
paris2954,381.67583185758224,Private room,False,3.0,10.0,100.0,1,2.3057161048815966,0.1947807979083453,2.37925,48.86772
paris2955,415.9287911268525,Entire home/apt,False,4.0,8.0,83.0,1,3.3417931123494693,0.0668871416287435,2.38855,48.87516
paris2956,259.57684779569394,Entire home/apt,False,2.0,10.0,100.0,1,3.735300717769617,0.3576212549049453,2.4026,48.86342
paris2957,428.7445241867835,Entire home/apt,False,4.0,9.0,97.0,2,3.012953460845312,0.2220050224611253,2.34051,48.88244
paris2958,301.2862335725604,Entire home/apt,False,2.0,9.0,97.0,0,3.650557249327961,0.2868841307229586,2.35368,48.8894
paris2959,312.7038866623171,Entire home/apt,False,3.0,10.0,100.0,1,3.6896652487427417,0.1814533046516828,2.39025,48.87869
paris2960,312.7038866623171,Entire home/apt,False,5.0,10.0,100.0,2,2.7609416684701333,0.3051472393006225,2.38207,48.87214
paris2961,441.5602572467145,Entire home/apt,False,5.0,10.0,85.0,3,3.6257028209436393,0.3063196681592649,2.36951,48.88725
paris2962,237.4405816012676,Entire home/apt,False,2.0,10.0,97.0,1,3.085555621643785,0.2707067966974481,2.3824400000000003,48.87623
paris2963,428.7445241867835,Entire home/apt,False,6.0,10.0,100.0,2,4.504681174957584,0.2604509627134433,2.3999200000000003,48.88252
paris2964,228.81908845185944,Private room,False,2.0,9.0,94.0,1,2.8264874646916582,0.3700470308090304,2.37973,48.87472
paris2965,200.3914623916488,Private room,False,2.0,9.0,90.0,1,2.972797626753096,0.1561163415690884,2.39327,48.85686
paris2966,160.54618324168143,Entire home/apt,False,2.0,9.0,92.0,1,5.197928833384133,0.342795575804201,2.39781,48.89266
paris2967,289.6355671544412,Private room,False,2.0,10.0,100.0,1,3.484774213154371,0.1910820347776088,2.39995,48.85305
paris2968,322.2574331251748,Entire home/apt,False,4.0,10.0,98.0,1,3.778958903879453,0.1663309329791251,2.38879,48.88086
paris2969,287.3054338708174,Private room,False,2.0,10.0,100.0,1,2.8802813384101587,0.1864996435949646,2.38317,48.87295
paris2970,172.8958896448877,Entire home/apt,False,3.0,9.0,91.0,0,3.79545674659424,0.156146212891652,2.40405,48.85215
paris2971,201.32351570509837,Entire home/apt,False,2.0,8.0,80.0,0,3.4916723198399007,0.3314171414792818,2.36941,48.88599
paris2972,127.22527728586076,Private room,False,2.0,9.0,92.0,1,2.8898990167286187,0.1767350428371555,2.38329,48.87299
paris2973,415.9287911268525,Entire home/apt,False,4.0,9.0,82.0,1,3.4323585653180677,0.1515150387332728,2.3885,48.87649
paris2974,266.5672476465654,Entire home/apt,False,3.0,10.0,100.0,1,2.9116380921688103,0.1582063834145986,2.38335,48.87325
paris2975,182.68244943610776,Entire home/apt,False,5.0,10.0,100.0,1,4.074200978998002,0.2482426932598464,2.405,48.869
paris2976,652.4373194146706,Entire home/apt,False,6.0,9.0,93.0,1,3.2326780009358385,0.244135681683053,2.39502,48.86479
paris2977,243.0329014819648,Entire home/apt,False,3.0,8.0,82.0,1,3.72324628211682,0.1122293508703232,2.38956,48.87963
paris2978,427.5794575449716,Entire home/apt,False,4.0,6.0,80.0,1,3.2630611326798507,0.1385559717769253,2.38798,48.87449
paris2979,403.34607139528384,Entire home/apt,False,6.0,9.0,93.0,1,4.0379963007161646,0.1544069846977262,2.40345,48.87072
paris2980,194.3331158542269,Entire home/apt,False,4.0,9.0,94.0,1,4.090729952851834,0.1648417140240529,2.40766,48.86299
paris2981,260.74191443750584,Entire home/apt,False,2.0,10.0,96.0,1,4.086045607297957,0.1038866327689958,2.3861,48.88601
paris2982,146.5653835399385,Entire home/apt,False,2.0,10.0,91.0,0,3.403631715034426,0.1612796108234169,2.3907700000000003,48.87412
paris2983,218.79951533227705,Entire home/apt,False,2.0,10.0,95.0,0,3.3685307001053304,0.3609884790487589,2.35681,48.88675
paris2984,277.75188740795977,Entire home/apt,False,2.0,9.0,86.0,1,3.016775197780153,0.2811197161830458,2.3869700000000003,48.87162
paris2985,194.3331158542269,Private room,False,2.0,10.0,99.0,1,3.552192559914355,0.1071806281881387,2.40058,48.8516
paris2986,417.0938577686644,Entire home/apt,False,3.0,9.0,90.0,2,2.647010777554126,0.1171931872001671,2.38787,48.86203
paris2987,302.4513002143723,Entire home/apt,False,2.0,10.0,95.0,0,2.896303744558965,0.2093866343309152,2.38243,48.87375
paris2988,200.3914623916488,Entire home/apt,False,2.0,9.0,95.0,1,3.0517904014036232,0.2602810771909587,2.37726,48.87875
paris2989,179.4202628390344,Entire home/apt,False,2.0,9.0,94.0,0,2.858879774885811,0.2511962241803228,2.38187,48.87366
paris2990,219.96458197408893,Entire home/apt,False,2.0,9.0,92.0,0,3.952460845043112,0.2276171619135239,2.4041,48.867340000000006
paris2991,233.01332836238237,Entire home/apt,False,2.0,9.0,88.0,0,3.706733599927419,0.0954626597306641,2.37367,48.88692
paris2992,205.983782272346,Entire home/apt,False,2.0,9.0,94.0,0,3.586705426232201,0.569614316892255,2.40132,48.86027
paris2993,171.03178301798863,Private room,False,2.0,10.0,100.0,1,3.2929228359847933,0.3423956133746798,2.3947700000000003,48.86699
paris2994,323.1894864386243,Entire home/apt,False,2.0,8.0,90.0,1,4.270262209337568,0.1944754601091183,2.40488,48.87367
paris2995,283.34420728865695,Entire home/apt,False,4.0,9.0,87.0,1,4.351053004962721,0.3324910627181711,2.39063,48.88669
paris2996,134.4486904650946,Private room,False,2.0,9.0,90.0,1,2.809778335753665,0.1703493851056838,2.39105,48.85653
paris2997,927.1600335539192,Entire home/apt,False,4.0,7.0,95.0,1,3.805703595020018,0.1609018911655717,2.35793,48.89063
paris2998,301.2862335725604,Entire home/apt,False,4.0,10.0,95.0,1,3.8791464116989487,0.2497506194169015,2.39057,48.88096
paris2999,197.12927579457545,Entire home/apt,False,2.0,9.0,96.0,0,3.45159206222892,0.25316485623259,2.39962,48.85387
paris3000,220.66362195917608,Private room,False,2.0,9.0,91.0,1,3.527268783026742,0.2069653772487427,2.34768,48.88812
paris3001,236.74154161618048,Private room,False,2.0,10.0,100.0,1,2.7648146340717683,0.1164254861853176,2.38907,48.86321
paris3002,218.79951533227705,Entire home/apt,False,2.0,10.0,97.0,1,3.103318520463936,0.4631993886740772,2.38927,48.87066
paris3003,289.8685804828036,Entire home/apt,False,3.0,9.0,88.0,1,2.7305738121840992,0.2338511140794315,2.38621,48.86733
