weekend_id,airbnb_weekend_price,room_type,room_shared,person_capacity,cleanliness_rating,guest_satisfaction_overall,bedrooms,city_centre_dist,metro_dist,lng,lat
paris894,333.6750862149315,Entire home/apt,False,2.0,10.0,99.0,1,1.488831925490156,0.2444333159396379,2.3555200000000003,48.8433
paris895,591.154814055364,Shared room,True,4.0,10.0,96.0,1,1.8775235104502117,0.4069662130404559,2.34614,48.84025
paris896,329.9468729611334,Entire home/apt,False,3.0,9.0,94.0,1,0.6806415452441198,0.1091185083232897,2.34513,48.85307
paris897,322.2574331251748,Entire home/apt,False,2.0,9.0,94.0,1,1.074995397945789,0.1270339726936356,2.36673,48.85946
paris898,405.67620467890765,Entire home/apt,False,4.0,9.0,84.0,1,2.031356548356425,0.3756358563964468,2.34746,48.83863
paris899,1170.658961692609,Entire home/apt,False,2.0,9.0,94.0,1,0.3672403479680354,0.2776283059118977,2.35577,48.8592
paris900,764.9827570137012,Entire home/apt,False,4.0,9.0,94.0,1,0.7097258786838316,0.1553129451140391,2.34626,48.85183
paris901,1235.4366669773513,Entire home/apt,False,6.0,10.0,98.0,2,0.8239532047849617,0.2246548096379532,2.36387,48.855540000000005
paris902,962.1120328082768,Entire home/apt,False,6.0,10.0,99.0,2,0.6550877162066676,0.0547304290334716,2.36152,48.85547
paris903,388.6662317084537,Entire home/apt,False,2.0,10.0,98.0,1,4.06128494738578,0.288291407259895,2.30088,48.86936
paris904,1286.4665858887129,Entire home/apt,False,6.0,10.0,98.0,4,2.188752759176185,0.3412665912370387,2.33387,48.84132
paris905,312.9368999906795,Entire home/apt,False,2.0,10.0,94.0,0,5.066337888816097,0.1546287067690373,2.3,48.886
paris906,289.6355671544412,Entire home/apt,False,2.0,9.0,93.0,1,3.2596118617413894,0.1956405496117818,2.30831,48.85659
paris907,174.52698294342437,Private room,False,2.0,9.0,91.0,1,2.953898947983897,0.1806183430802008,2.31829,48.84282
paris908,266.5672476465654,Entire home/apt,False,2.0,9.0,92.0,0,4.302512035754422,0.2529628800129742,2.3005400000000003,48.87422
paris909,579.5041476372448,Entire home/apt,False,4.0,9.0,85.0,1,3.0012008927035585,0.3035709959004345,2.31225,48.86042
paris910,614.2231335632398,Entire home/apt,False,2.0,10.0,99.0,1,2.1384091802330367,0.0773654943431615,2.32691,48.84766
paris911,468.1237766800261,Private room,False,2.0,10.0,98.0,1,1.271076256261053,0.3058555814242632,2.33947,48.84922
paris912,288.7035138409917,Entire home/apt,False,2.0,10.0,96.0,0,1.588957373407653,0.1850433577834541,2.33199,48.85248
paris913,428.7445241867835,Entire home/apt,False,4.0,9.0,94.0,0,4.158389764639116,0.1455703376853484,2.30179,48.87297
paris914,452.0458570230217,Entire home/apt,False,6.0,9.0,92.0,1,2.1141448368871987,0.2118110663106149,2.33154,48.84369
paris915,345.3257526330506,Entire home/apt,False,2.0,9.0,93.0,1,2.68094532460963,0.1759829127351187,2.32123,48.84436
paris916,336.00521949855533,Private room,False,2.0,10.0,96.0,1,3.910820869062507,0.4353496313758547,2.30791,48.87561
paris917,317.36415322956475,Entire home/apt,False,2.0,9.0,88.0,1,1.489940114051355,0.2488214518138577,2.33245,48.85605
paris918,345.3257526330506,Private room,False,2.0,10.0,93.0,1,1.1949598436335038,0.0655045707761795,2.338,48.852
paris919,240.93578152670327,Private room,False,2.0,10.0,95.0,1,2.616320211697445,0.0744132269885262,2.326,48.841
paris920,363.7338055736788,Entire home/apt,False,2.0,10.0,96.0,1,4.368948690741419,0.2844077204834081,2.29332,48.85396
paris921,503.7748159194706,Entire home/apt,False,2.0,9.0,100.0,1,3.5709216469165894,0.3224358943749081,2.30669,48.86698
paris922,365.1318855438531,Entire home/apt,False,4.0,10.0,98.0,1,5.0867655809572,0.3349760348360956,2.28512,48.86671
paris923,167.5365830925529,Entire home/apt,False,2.0,9.0,87.0,1,5.593327696344124,0.4409493083579579,2.2860400000000003,48.88096
paris924,608.3978003541803,Entire home/apt,False,3.0,7.0,83.0,1,2.2682902443524613,0.1679429481492194,2.3239,48.84922
paris925,385.8700717681052,Entire home/apt,False,3.0,10.0,100.0,0,4.234968157673357,0.1278583270864876,2.30533,48.87831
paris926,502.6097492776587,Entire home/apt,False,2.0,9.0,81.0,0,1.5619349477089557,0.1860556590033626,2.33245,48.85232
paris927,421.754124335912,Entire home/apt,False,2.0,10.0,100.0,1,3.818857679772334,0.3335327354860643,2.30561,48.87116
paris928,461.13337682915466,Entire home/apt,False,4.0,9.0,100.0,1,4.071566513171754,0.1324206769973058,2.29876,48.84807
paris929,660.8257992357163,Entire home/apt,False,4.0,8.0,87.0,1,1.3375274574753797,0.2124671751392762,2.33701,48.85049
paris930,375.6174853201603,Entire home/apt,False,2.0,10.0,91.0,0,4.823341115478736,0.2114479338079912,2.2904,48.87037
paris931,281.4801006617579,Private room,False,3.0,10.0,98.0,1,4.995273679486347,0.0684710011040435,2.3,48.885
paris932,637.2914530711157,Entire home/apt,False,5.0,8.0,88.0,3,1.203848797713548,0.0894057953299859,2.33851,48.85118
paris933,217.8674620188275,Entire home/apt,False,2.0,9.0,90.0,0,4.250146957007149,0.3274461421091672,2.297,48.867
paris934,301.2862335725604,Private room,False,2.0,10.0,100.0,1,2.010391720479701,0.1029970377192841,2.32787,48.84898
paris935,218.79951533227705,Entire home/apt,False,2.0,8.0,90.0,0,3.5466147201040927,0.4454811060193019,2.30455,48.85911
paris936,266.5672476465654,Entire home/apt,False,2.0,9.0,86.0,0,3.904617644880674,0.3491587365909518,2.30356,48.84315
paris937,377.7146052754218,Private room,False,2.0,10.0,100.0,1,4.633754415952965,0.2133248632608941,2.2964900000000004,48.87554
paris938,718.6131046695871,Entire home/apt,False,4.0,9.0,89.0,1,1.3690049151845212,0.0272626764876634,2.33494,48.85288
paris939,660.8257992357163,Entire home/apt,False,6.0,10.0,99.0,2,5.0214493860209695,0.2606149246293798,2.28899,48.87303
paris940,363.9668189020412,Entire home/apt,False,4.0,9.0,94.0,1,3.595195226063211,0.1460346178582247,2.3094900000000003,48.84137
paris941,471.1529499487371,Private room,False,4.0,9.0,93.0,2,4.977830971004815,0.1662063647636592,2.29176,48.87622
paris942,381.67583185758224,Private room,False,2.0,10.0,90.0,1,5.298668914355193,0.262720661570931,2.28643,48.87548
paris943,452.0458570230217,Entire home/apt,False,2.0,10.0,95.0,1,2.5858812151697723,0.2156743819089259,2.31904,48.84976
paris944,753.0990772672197,Entire home/apt,False,4.0,10.0,96.0,2,3.866471546800276,0.3522043900090499,2.31016,48.87707
paris945,297.09199366203745,Private room,False,2.0,10.0,95.0,1,4.901046022108022,0.1898447111838579,2.29252,48.87567
paris946,383.5399384844813,Private room,False,2.0,9.0,83.0,1,3.190150471481137,0.2025138989432847,2.30936,48.8546
paris947,258.6447944822444,Private room,False,2.0,10.0,94.0,1,2.7495683639959343,0.1336268237123237,2.32015,48.84436
paris948,266.5672476465654,Entire home/apt,False,2.0,9.0,89.0,1,4.800325971224584,0.1855408099558117,2.29624,48.87836
paris949,565.5233479355019,Entire home/apt,False,2.0,9.0,97.0,1,3.5172253177821315,0.5100565275457551,2.3055,48.86197
paris950,257.0137011837077,Entire home/apt,False,4.0,9.0,92.0,1,3.901957196183213,0.1948588731215987,2.3007,48.84933
paris951,601.4074005033088,Entire home/apt,False,4.0,10.0,99.0,1,3.9858003377959528,0.1950427177490012,2.3,48.84797
paris952,1031.783017988629,Entire home/apt,False,4.0,10.0,96.0,2,1.9480570735302989,0.1789721501772272,2.33005,48.84747
paris953,906.4218473296672,Entire home/apt,False,6.0,10.0,80.0,3,4.188822799318428,0.0710167993465987,2.30121,48.84035
paris954,753.3320905955821,Entire home/apt,False,4.0,10.0,98.0,2,2.3213043562860696,0.2070173872838563,2.33241,48.84057
paris955,321.09236648336287,Entire home/apt,False,2.0,9.0,94.0,1,1.6217096814502896,0.1639052489139471,2.3315200000000003,48.85249
paris956,238.8386615714419,Private room,False,2.0,9.0,95.0,1,4.400042182187369,0.2008475164605744,2.29347,48.86264
paris957,560.8630813682543,Entire home/apt,False,4.0,9.0,92.0,1,5.283021745299357,0.3530224438840811,2.28567,48.87389
paris958,264.23711436294155,Private room,False,2.0,10.0,92.0,1,2.61632305629101,0.074404626012985,2.326,48.841
paris959,853.0617951346817,Entire home/apt,False,6.0,9.0,96.0,1,3.923078430898138,0.3464417491634767,2.30515,48.87267
paris960,336.23823282691774,Entire home/apt,False,2.0,9.0,93.0,1,4.131155213473632,0.326426230376179,2.29871,48.84611
paris961,471.38596327709945,Entire home/apt,False,3.0,10.0,97.0,1,3.185967906295801,0.2051875657616811,2.30955,48.85956
paris962,237.2075682729052,Entire home/apt,False,2.0,9.0,89.0,0,4.118656396772103,0.3712647273841009,2.3005,48.84301
paris963,475.34718985926,Entire home/apt,False,4.0,10.0,97.0,1,2.359418295066674,0.1875093193180518,2.3244,48.846540000000005
paris964,359.0735390064312,Entire home/apt,False,3.0,10.0,99.0,1,3.9498203645806167,0.3003144596404661,2.30356,48.84212
paris965,562.0281480100662,Entire home/apt,False,4.0,9.0,86.0,1,3.2736858293203066,0.3213645634876013,2.3085,48.86042
paris966,550.3774815919471,Entire home/apt,False,4.0,10.0,88.0,1,3.3257582925656046,0.3530015625688732,2.3078,48.8605
paris967,1506.8971945195265,Entire home/apt,False,4.0,9.0,92.0,1,2.238988883955231,0.1369439264328201,2.32749,48.84526
paris968,289.8685804828036,Entire home/apt,False,2.0,10.0,100.0,0,3.7730920989130814,0.3798893345698624,2.30482,48.8689
paris969,387.96719172336657,Entire home/apt,False,2.0,10.0,99.0,2,5.571657703103244,0.1790983349949549,2.2843400000000003,48.87837
paris970,394.02553826078855,Entire home/apt,False,2.0,8.0,76.0,1,3.371657297309547,0.2583743767041107,2.3068,48.85741
paris971,438.0650573212788,Entire home/apt,False,2.0,10.0,100.0,1,4.479766610421623,0.28255647027657,2.3080000000000003,48.88399999999999
paris972,291.9657004380651,Entire home/apt,False,3.0,8.0,77.0,0,2.136468511295824,0.1932332125188063,2.32437,48.85224
paris973,548.0473483083233,Entire home/apt,False,4.0,10.0,98.0,1,3.8296718599545274,0.379104692396862,2.3045,48.86974
paris974,534.0665486065803,Entire home/apt,False,3.0,9.0,82.0,1,3.309957461143531,0.3895818529899295,2.30812,48.86098
paris975,324.35455308043623,Private room,False,2.0,9.0,89.0,1,1.1898090145683622,0.1855344098515267,2.337,48.854
paris976,1412.9928231894864,Entire home/apt,False,6.0,10.0,97.0,2,4.042833023154738,0.2514375908817331,2.30358,48.87301
paris977,1147.3576288563706,Entire home/apt,False,5.0,10.0,100.0,3,3.780946015556328,0.2446049700256259,2.30667,48.87182
paris978,463.46351011277847,Private room,False,4.0,7.0,75.0,1,3.5303902516892824,0.1091620293078083,2.31116,48.87256
paris979,743.0795041476373,Entire home/apt,False,4.0,10.0,97.0,1,3.699973064835571,0.2836711198713886,2.30622,48.86943
paris980,366.0639388573027,Private room,False,4.0,9.0,86.0,2,1.1898152181580963,0.1855279410571007,2.337,48.854
paris981,475.34718985926,Entire home/apt,False,2.0,10.0,100.0,1,3.934513104954056,0.2652455123314535,2.30987,48.87784
paris982,470.45390996365,Private room,False,2.0,9.0,91.0,1,1.189812744760712,0.185532206893326,2.337,48.854
paris983,354.6462857675459,Entire home/apt,False,2.0,10.0,91.0,0,5.695197932456064,0.5167995813687627,2.28542,48.8821
paris984,486.5318296206543,Private room,False,5.0,9.0,92.0,2,1.1898056278422526,0.1855305659335498,2.337,48.854
paris985,562.0281480100662,Entire home/apt,False,4.0,10.0,89.0,1,3.3791182732239906,0.3850764347612019,2.30707,48.86052
paris986,534.0665486065803,Entire home/apt,False,3.0,10.0,80.0,1,3.366626537116786,0.3054682556962059,2.30707,48.85953
paris987,420.8220710224625,Entire home/apt,False,4.0,10.0,98.0,2,5.563377319829684,0.5375249199094945,2.28804,48.88269
paris988,529.639295367695,Entire home/apt,False,2.0,8.0,80.0,1,1.1898653134575612,0.1593015359106749,2.3373,48.8533
paris989,573.4458010998229,Entire home/apt,False,2.0,10.0,100.0,0,1.766172693994431,0.2372091404546528,2.33171,48.84884
paris990,271.22751421381304,Entire home/apt,False,2.0,10.0,99.0,1,3.5710868182404414,0.1855053903834669,2.31001,48.841190000000005
paris991,797.3716096560723,Entire home/apt,False,4.0,10.0,97.0,1,3.364217712103403,0.2461657485423169,2.30693,48.85793
paris992,218.79951533227705,Private room,False,2.0,9.0,87.0,1,4.124676098583969,0.3424575282897889,2.29686,48.85249
paris993,492.3571628297139,Entire home/apt,False,3.0,10.0,89.0,1,3.362821145460029,0.123877696564205,2.30943,48.84667
paris994,492.3571628297139,Entire home/apt,False,3.0,8.0,77.0,1,3.347323668501272,0.14195643744649,2.30957,48.84683
paris995,562.0281480100662,Entire home/apt,False,4.0,10.0,95.0,1,3.316585521952546,0.2708542824107348,2.30776,48.85956
paris996,322.2574331251748,Entire home/apt,False,2.0,10.0,97.0,1,3.215125303819086,0.3295887035187707,2.30936,48.86068
paris997,596.048093950974,Entire home/apt,False,3.0,10.0,93.0,1,3.4288730838195987,0.3713313144635514,2.30626,48.85981
paris998,492.3571628297139,Entire home/apt,False,3.0,9.0,87.0,1,3.2370185453041183,0.1931384066856352,2.31113,48.84689
paris999,383.5399384844813,Private room,False,2.0,9.0,94.0,1,2.4076814452958946,0.2338410344964529,2.325,48.845
paris1000,683.6611054152298,Entire home/apt,False,4.0,10.0,98.0,2,2.413373383169579,0.0540530183275188,2.32218,48.84854
paris1001,691.8165719079132,Private room,False,2.0,10.0,100.0,1,2.345981463653356,0.2157205950254072,2.326,48.845
paris1002,457.6381769037189,Entire home/apt,False,2.0,9.0,94.0,0,1.246425423840237,0.2551001878808023,2.33935,48.84967
paris1003,462.53145679932896,Entire home/apt,False,3.0,8.0,84.0,2,5.652765800057841,0.5298213370133568,2.286,48.882
paris1004,534.0665486065803,Entire home/apt,False,3.0,8.0,100.0,1,3.2996415267860084,0.2981817298440396,2.3080700000000003,48.86003
paris1005,266.5672476465654,Entire home/apt,False,2.0,7.0,87.0,0,3.7007047275587976,0.0888381635246123,2.3040000000000003,48.848
paris1006,1121.959176064871,Entire home/apt,False,4.0,10.0,100.0,1,1.280163439622047,0.0949792311635451,2.33646,48.85243
paris1007,275.6547674526983,Entire home/apt,False,2.0,10.0,91.0,0,4.760231700194901,0.1127267925663844,2.29217,48.87194
paris1008,492.3571628297139,Entire home/apt,False,3.0,7.0,53.0,1,3.332407117404845,0.1448917537373016,2.30978,48.84684
paris1009,246.29508807903807,Entire home/apt,False,2.0,10.0,92.0,0,4.767442245783592,0.2644378446686294,2.29504,48.87631
paris1010,312.9368999906795,Entire home/apt,False,2.0,10.0,94.0,0,4.465859465525745,0.1601134996936108,2.30395,48.8806
paris1011,257.9457544971572,Entire home/apt,False,2.0,8.0,87.0,0,1.0301959868769388,0.1171316193234627,2.33997,48.85272
paris1012,394.02553826078855,Entire home/apt,False,3.0,9.0,95.0,1,4.720550923981582,0.133351855468879,2.29801,48.87891
paris1013,273.55764749743685,Entire home/apt,False,2.0,10.0,93.0,0,5.599925112367227,0.3591422814195276,2.28917,48.88447
paris1014,312.7038866623171,Entire home/apt,False,2.0,10.0,100.0,1,3.360386870844589,0.2855630457586331,2.3071200000000003,48.85928
paris1015,318.52921987137665,Entire home/apt,False,2.0,10.0,97.0,1,2.991329785205308,0.2493406610888759,2.31387,48.84845
paris1016,261.440954422593,Private room,False,2.0,10.0,96.0,0,4.15973037609542,0.2723271508092882,2.29811,48.84656
paris1017,193.16804921241496,Private room,False,2.0,10.0,99.0,1,5.586714839342356,0.4485622121156394,2.28616,48.88098
paris1018,329.4808463044086,Private room,False,4.0,9.0,93.0,1,4.851654191871986,0.2347568208962192,2.296,48.879
paris1019,243.49892813868956,Private room,False,2.0,10.0,87.0,1,4.851664209685522,0.2347673686565777,2.296,48.879
paris1020,243.49892813868956,Private room,False,2.0,9.0,93.0,1,4.851665692917891,0.2347698782217831,2.296,48.879
paris1021,303.6163668561842,Private room,False,3.0,10.0,100.0,1,4.851667312508377,0.2347700549442345,2.296,48.879
paris1022,254.21754124335916,Private room,False,2.0,10.0,96.0,1,4.192999215794989,0.2486536279029456,2.29772,48.84637
paris1023,243.2659148103272,Entire home/apt,False,4.0,9.0,95.0,1,3.594843536133281,0.1293493583526427,2.309,48.842
paris1024,229.5181284369466,Private room,False,2.0,9.0,89.0,1,2.273251101835514,0.1526462589223554,2.331,48.842
paris1025,356.7434057228074,Entire home/apt,False,2.0,9.0,91.0,1,3.981756279321228,0.3692897234555096,2.30176,48.84429
paris1026,504.24084257619535,Entire home/apt,False,4.0,10.0,96.0,1,4.174230466145194,0.135339830876827,2.30155,48.87297
paris1027,440.3951906049026,Entire home/apt,False,4.0,10.0,93.0,1,4.044738114504671,0.3043639695660112,2.30395,48.87352
paris1028,388.200205051729,Entire home/apt,False,2.0,10.0,98.0,1,2.2388263738710057,0.0552141183890431,2.32896,48.84395
paris1029,345.3257526330506,Entire home/apt,False,2.0,8.0,84.0,1,3.0976166105874414,0.2887832880542225,2.31667,48.84209
paris1030,266.5672476465654,Entire home/apt,False,2.0,9.0,90.0,1,2.2791523735821944,0.1702640720338194,2.33118,48.84181
paris1031,751.2349706403206,Entire home/apt,False,4.0,9.0,98.0,2,1.9301109947295336,0.1308490342445076,2.32716,48.85252
paris1032,1100.9879765122566,Entire home/apt,False,5.0,10.0,96.0,2,2.8625654316058453,0.1920671415762111,2.31564,48.8486
paris1033,496.085376083512,Private room,False,2.0,10.0,100.0,1,4.249877444861239,0.2583359989863603,2.30134,48.87421
paris1034,996.8310187342717,Entire home/apt,False,2.0,10.0,100.0,1,4.978035894560752,0.3643646548726811,2.294,48.879
paris1035,591.154814055364,Private room,False,2.0,10.0,60.0,1,4.201944496352004,0.1943962545901218,2.30157,48.87356
paris1036,260.74191443750584,Entire home/apt,False,2.0,9.0,87.0,1,2.2897133643614485,0.6463628594745328,2.343,48.837
paris1037,370.7242054245503,Entire home/apt,False,2.0,10.0,97.0,0,2.45279481227662,0.0738055270555274,2.32179,48.84823
paris1038,345.0927393046882,Private room,False,2.0,9.0,85.0,0,1.1949602818385656,0.0655077169461613,2.338,48.852
paris1039,665.2530524746015,Private room,False,3.0,10.0,100.0,1,4.132751086610568,0.1555979806401022,2.30212,48.872890000000005
paris1040,324.35455308043623,Entire home/apt,False,4.0,10.0,100.0,1,2.480656185196291,0.2646174860501404,2.32,48.851000000000006
paris1041,194.3331158542269,Entire home/apt,False,2.0,7.0,80.0,1,3.692572881665215,0.5799403649305763,2.30268,48.86003
paris1042,394.02553826078855,Entire home/apt,False,2.0,9.0,91.0,1,2.641735403645993,0.2203672566485523,2.32105,48.845290000000006
paris1043,1686.5504706869233,Entire home/apt,False,4.0,9.0,94.0,2,1.8329760150436707,0.3487165987085998,2.3323,48.84709
paris1044,567.6204678907634,Entire home/apt,False,4.0,10.0,96.0,1,1.2866706163859438,0.1705478413281049,2.3376900000000003,48.85063
paris1045,1634.3554851337497,Entire home/apt,False,6.0,10.0,100.0,3,2.618552298229316,0.3278317551928184,2.31725,48.85907
paris1046,541.0569484574518,Entire home/apt,False,4.0,10.0,100.0,2,2.276409764256617,0.1095388251059926,2.32924,48.8432
paris1047,457.6381769037189,Private room,False,2.0,10.0,100.0,1,1.2462763445919367,0.1235998313153891,2.338,48.851000000000006
paris1048,614.2231335632398,Entire home/apt,False,2.0,9.0,75.0,1,1.2025499774316737,0.1569572416589622,2.33696,48.85365
paris1049,280.5480473483084,Entire home/apt,False,2.0,9.0,90.0,1,3.611194353115891,0.1383864339035681,2.30598,48.84643
paris1050,315.2670332743033,Entire home/apt,False,4.0,9.0,91.0,1,5.380376081723711,0.5752323031688117,2.28972,48.88134
paris1051,385.8700717681052,Entire home/apt,False,2.0,10.0,100.0,1,4.678210817399687,0.2068066181174654,2.29591,48.87567
paris1052,1228.4462671264796,Entire home/apt,False,6.0,10.0,98.0,2,1.7703014917132185,0.2280345157030279,2.32864,48.85581
paris1053,370.7242054245503,Entire home/apt,False,4.0,9.0,93.0,1,4.214160539490413,0.2208868011702259,2.30272,48.83794
paris1054,405.4431913505453,Entire home/apt,False,4.0,9.0,95.0,1,4.281778382132333,0.4111123008599701,2.297,48.868
paris1055,237.2075682729052,Entire home/apt,False,2.0,9.0,91.0,0,3.7090723315638967,0.0758955982890585,2.30409,48.8475
paris1056,252.35343461646008,Entire home/apt,False,3.0,10.0,96.0,1,3.7481105321424257,0.2941996176015839,2.30916,48.83898
paris1057,253.2854879299096,Entire home/apt,False,2.0,10.0,97.0,1,4.0971758770503,0.2909623665387885,2.29897,48.84662
paris1058,424.31727094789824,Private room,False,2.0,10.0,100.0,1,2.292198494647185,0.1742376676203098,2.33116,48.84166
paris1059,454.1429769782832,Private room,False,2.0,10.0,100.0,1,2.378147169023822,0.0921142821396521,2.32966,48.84155
paris1060,279.8490073632212,Private room,False,2.0,9.0,87.0,1,4.541276368633863,0.1886282619674878,2.30174,48.87973
paris1061,241.86783484015285,Entire home/apt,False,5.0,9.0,95.0,1,4.232790747549293,0.2668387845205677,2.3028,48.83751
paris1062,227.1879951533228,Entire home/apt,False,2.0,9.0,91.0,1,4.264258880005071,0.1382461309540746,2.3003400000000003,48.87318
paris1063,302.4513002143723,Entire home/apt,False,3.0,10.0,80.0,1,5.608177255356633,0.5425812449047771,2.28658,48.88186
paris1064,312.9368999906795,Entire home/apt,False,2.0,8.0,73.0,1,2.3831907882598133,0.1752397821019825,2.32717,48.84335
paris1065,534.0665486065803,Entire home/apt,False,3.0,4.0,40.0,1,3.33552261069859,0.3513274555727007,2.30765,48.86042
paris1066,647.7770528474229,Private room,False,2.0,6.0,80.0,1,3.813807994913231,0.3741077490965484,2.30531,48.87062
paris1067,522.4158821884612,Entire home/apt,False,3.0,9.0,89.0,1,3.414010908352,0.3252231296535169,2.3063700000000003,48.85916
paris1068,1112.6386429303757,Entire home/apt,False,4.0,10.0,100.0,1,3.9380682467769774,0.2988890363047329,2.30291,48.86975
paris1069,260.0428744524187,Entire home/apt,False,3.0,9.0,75.0,0,5.251068838843453,0.3078834990746811,2.28302,48.86728
paris1070,938.8106999720384,Entire home/apt,False,6.0,9.0,91.0,2,3.760203371137489,0.2683540853115873,2.30355,48.86608
paris1071,520.3187622331998,Entire home/apt,False,2.0,10.0,92.0,1,5.055670920602993,0.1586569769742842,2.28701,48.87025
paris1072,685.9912386988536,Entire home/apt,False,2.0,10.0,100.0,1,5.131545856807758,0.1526996573531147,2.28621,48.87084
paris1073,295.4609003635008,Entire home/apt,False,2.0,10.0,95.0,1,3.69549854657593,0.3913327210459781,2.313,48.877
paris1074,317.5971665579271,Entire home/apt,False,2.0,8.0,70.0,0,3.89682603671227,0.623868780182036,2.29968,48.8582
paris1075,344.1606859912387,Entire home/apt,False,2.0,10.0,90.0,1,3.03478488016379,0.192689157269506,2.31188,48.85232
paris1076,405.67620467890765,Private room,False,2.0,10.0,100.0,1,4.8223539684555785,0.2242354296511116,2.29557,48.87799
paris1077,426.4143909031597,Private room,False,2.0,10.0,80.0,1,1.6099576689628683,0.1666995266840863,2.33146,48.85304
paris1078,1333.0692515611893,Entire home/apt,False,4.0,9.0,88.0,2,1.864398627101937,0.2042526035369677,2.33049,48.84847
paris1079,322.2574331251748,Entire home/apt,False,4.0,9.0,89.0,1,4.23961159281343,0.4258553513185721,2.295,48.855
paris1080,298.9561002889365,Entire home/apt,False,2.0,9.0,86.0,0,4.352170634837901,0.1034520576064311,2.29549,48.84632
paris1081,280.3150340199459,Private room,False,2.0,10.0,92.0,1,3.800002545192967,0.1720597977921137,2.30565,48.84234
paris1082,280.3150340199459,Private room,False,2.0,9.0,95.0,1,3.7054961268874154,0.277702485986944,2.30614,48.843720000000005
paris1083,576.0089477118091,Private room,False,4.0,10.0,100.0,2,3.645450414601273,0.1508501376486873,2.30769,48.84274
paris1084,915.5093671358002,Entire home/apt,False,4.0,8.0,80.0,1,3.25261014439502,0.1582782580522684,2.30842,48.85583
paris1085,413.59865784322864,Private room,False,2.0,10.0,94.0,1,3.184600209812281,0.3497068628772348,2.31039,48.85029
paris1086,467.6577500233013,Private room,False,2.0,10.0,100.0,1,3.371012754772736,0.1463386611207514,2.3085400000000003,48.848290000000006
paris1087,432.0067107838569,Entire home/apt,False,2.0,10.0,93.0,0,4.89087489328994,0.3176080798431558,2.29428,48.87773
paris1088,347.65588591667444,Entire home/apt,False,2.0,9.0,94.0,0,3.7410341501192583,0.2981390266615136,2.30389,48.86623
paris1089,491.42510951626434,Entire home/apt,False,4.0,10.0,92.0,1,4.739687459133196,0.1615926151588467,2.28876,48.86251
paris1090,637.2914530711157,Entire home/apt,False,6.0,10.0,100.0,3,2.1926796178119856,0.199670651360522,2.32395,48.85128
paris1091,143.07018361450275,Private room,False,2.0,10.0,97.0,1,3.2076313102433005,0.2610178053944917,2.3189900000000003,48.83823
paris1092,753.3320905955821,Entire home/apt,False,6.0,8.0,80.0,1,4.143221990295591,0.1661414661968933,2.30208,48.87305
paris1093,535.4646285767546,Entire home/apt,False,2.0,10.0,98.0,1,2.2913263836995914,0.2222539931896654,2.32438,48.84794
paris1094,248.1591947059372,Entire home/apt,False,2.0,10.0,87.0,0,5.452721712482517,0.1570688949540831,2.29203,48.88488
paris1095,370.9572187529127,Entire home/apt,False,3.0,10.0,98.0,1,4.2722170926449765,0.2923595127315618,2.2947900000000003,48.85279
paris1096,550.3774815919471,Entire home/apt,False,4.0,9.0,91.0,1,4.868871941402616,0.2132573486715629,2.29081,48.87233
paris1097,565.7563612638643,Entire home/apt,False,4.0,10.0,87.0,1,4.480576204677988,0.1295337024860364,2.29225,48.85102
paris1098,221.5956752726256,Private room,False,2.0,10.0,93.0,1,4.202328627783711,0.1925530617068237,2.3003400000000003,48.84131
paris1099,261.440954422593,Private room,False,2.0,4.0,40.0,1,4.358132588447625,0.2439640177119255,2.29842,48.84071
paris1100,347.65588591667444,Entire home/apt,False,2.0,10.0,98.0,0,4.56115067242978,0.2235276505867931,2.30417,48.88219
paris1101,280.5480473483084,Private room,False,2.0,9.0,91.0,1,2.660404870662358,0.2051596284001719,2.321,48.845
paris1102,335.5391928418306,Private room,False,2.0,10.0,96.0,1,2.660366110735249,0.2052007402308472,2.321,48.845
paris1103,361.6366856184174,Private room,False,2.0,9.0,95.0,1,2.683494941853329,0.0782530398523867,2.32287,48.84264
paris1104,319.69428651318856,Entire home/apt,False,2.0,8.0,84.0,1,4.213621688814891,0.2222815849731624,2.29913,48.87018
paris1105,312.9368999906795,Entire home/apt,False,2.0,9.0,88.0,1,4.836984995465486,0.2597804431959294,2.28999,48.86994
paris1106,491.6581228446268,Private room,False,2.0,10.0,100.0,1,4.756802908071591,0.16461041314344,2.2945,48.87539
paris1107,254.6835679000839,Private room,False,2.0,10.0,93.0,1,4.712892273550763,0.0792056609128797,2.29278,48.8718
paris1108,510.0661757852549,Entire home/apt,False,4.0,9.0,86.0,1,1.8901181754070449,0.2063383093115789,2.33058,48.8479
paris1109,927.1600335539192,Entire home/apt,False,4.0,10.0,100.0,2,4.024104166503862,0.5238996074454408,2.29803,48.85398
paris1110,324.5875664087986,Entire home/apt,False,2.0,10.0,85.0,0,1.3758646360387683,0.2975257766021053,2.33399,48.85653
paris1111,312.7038866623171,Entire home/apt,False,2.0,10.0,100.0,1,4.867929080251701,0.1653768463923693,2.30036,48.88346
paris1112,351.1510858421102,Entire home/apt,False,2.0,7.0,90.0,0,1.7483860459414329,0.1920565608218181,2.32932,48.85367
paris1113,242.56687482524,Entire home/apt,False,2.0,8.0,91.0,0,4.0627201455384325,0.2661545134568699,2.30456,48.83856
paris1114,581.6012675925064,Private room,False,2.0,10.0,100.0,1,3.7037193287353984,0.3853765549405525,2.30511,48.86762
